id,"propinsi","kota_kab","kecamatan","kode",reguler,reguler_etd,oke,oke_etd
1,"D.I. ACEH","KAB. ACEH BARAT","Kec. Kaway XVI","BTJ20304",53,6,44,8
2,"D.I. ACEH","KAB. ACEH BARAT","Woyla","BTJ20318",53,6,44,8
3,"D.I. ACEH","KAB. ACEH BARAT","Bubon","BTJ20319",53,6,44,8
4,"D.I. ACEH","KAB. ACEH BARAT","Arongan Lambalek","BTJ20320",53,6,44,8
5,"D.I. ACEH","KAB. ACEH BARAT","Johan Pahlawan","BTJ20321",53,6,44,8
6,"D.I. ACEH","KAB. ACEH BARAT","Meulaboh","BTJ20300",45,4,37,6
7,"D.I. ACEH","KAB. ACEH BARAT","Sungai Mas","BTJ20315",53,6,44,8
8,"D.I. ACEH","KAB. ACEH BARAT","Woyla Barat","BTJ20322",53,6,44,8
9,"D.I. ACEH","KAB. ACEH BARAT","Woyla Timur","BTJ20323",53,6,44,8
10,"D.I. ACEH","KAB. ACEH BARAT","Pante Ceureumen","BTJ20324",53,6,44,8
11,"D.I. ACEH","KAB. ACEH BARAT","Samatiga","BTJ20308",53,6,44,8
12,"D.I. ACEH","KAB. ACEH BARAT DAYA","Babah Rot","BTJ21001",61,6,54,8
13,"D.I. ACEH","KAB. ACEH BARAT DAYA","Blangpidie","BTJ21000",49,4,41,6
14,"D.I. ACEH","KAB. ACEH BARAT DAYA","kuala Batee","BTJ21002",61,6,54,8
15,"D.I. ACEH","KAB. ACEH BARAT DAYA","Manggeng","BTJ21003",61,6,54,8
16,"D.I. ACEH","KAB. ACEH BARAT DAYA","Susoh","BTJ21004",61,6,54,8
17,"D.I. ACEH","KAB. ACEH BARAT DAYA","Tangan Tangan","BTJ21005",61,6,54,8
18,"D.I. ACEH","KAB. ACEH BESAR","Baitussalam","BTJ10313",55,6,46,8
19,"D.I. ACEH","KAB. ACEH BESAR","Darul Imarah","BTJ10301",55,6,46,8
20,"D.I. ACEH","KAB. ACEH BESAR","Darul Kamal","BTJ10314",55,6,46,8
21,"D.I. ACEH","KAB. ACEH BESAR","Darussalam","BTJ10302",55,6,46,8
22,"D.I. ACEH","KAB. ACEH BESAR","Indrapuri","BTJ10303",55,6,46,8
23,"D.I. ACEH","KAB. ACEH BESAR","Ingin Jaya","BTJ10304",55,6,46,8
24,"D.I. ACEH","KAB. ACEH BESAR","Krueng Barona Jaya","BTJ10315",55,6,46,8
25,"D.I. ACEH","KAB. ACEH BESAR","Kuta Baro","BTJ10305",55,6,46,8
26,"D.I. ACEH","KAB. ACEH BESAR","Kuta Cot Glie","BTJ10316",55,6,46,8
27,"D.I. ACEH","KAB. ACEH BESAR","Jantho","BTJ10300",43,4,36,6
28,"D.I. ACEH","KAB. ACEH BESAR","Kuta Malaka","BTJ10317",55,6,46,8
29,"D.I. ACEH","KAB. ACEH BESAR","Lembah Seulawah","BTJ10318",55,6,46,8
30,"D.I. ACEH","KAB. ACEH BESAR","Lho'Nga","BTJ10306",55,6,46,8
31,"D.I. ACEH","KAB. ACEH BESAR","Leupung","BTJ10319",55,6,46,8
32,"D.I. ACEH","KAB. ACEH BESAR","Lhoong","BTJ10307",55,6,46,8
33,"D.I. ACEH","KAB. ACEH BESAR","Mesjid Raya","BTJ10308",55,6,46,8
34,"D.I. ACEH","KAB. ACEH BESAR","Montasik","BTJ10309",55,6,46,8
35,"D.I. ACEH","KAB. ACEH BESAR","Peukan Bada","BTJ10310",55,6,46,8
36,"D.I. ACEH","KAB. ACEH BESAR","Puroaceh","BTJ10320",55,6,46,8
37,"D.I. ACEH","KAB. ACEH BESAR","Seulimeum","BTJ10321",55,6,46,8
38,"D.I. ACEH","KAB. ACEH BESAR","Simpang tiga","BTJ10312",55,6,46,8
39,"D.I. ACEH","KAB. ACEH BESAR","Suka Makmur","BTJ10311",55,6,46,8
40,"D.I. ACEH","KAB. ACEH JAYA","Jaya","BTJ21101",59,6,45,8
41,"D.I. ACEH","KAB. ACEH JAYA","Krueng Sabee/Calang","BTJ21100",45,4,37,6
42,"D.I. ACEH","KAB. ACEH JAYA","Pangat","BTJ21102",59,6,45,8
43,"D.I. ACEH","KAB. ACEH JAYA","Sampo Niet","BTJ21103",59,6,45,8
44,"D.I. ACEH","KAB. ACEH JAYA","Setia Bakti","BTJ21104",59,6,45,8
45,"D.I. ACEH","KAB. ACEH JAYA","Teunom","BTJ21105",59,6,45,8
46,"D.I. ACEH","KAB. ACEH SELATAN","Bakongan","BTJ20601",62,6,55,8
47,"D.I. ACEH","KAB. ACEH SELATAN","Bakongan Timur","BTJ20619",62,6,55,8
48,"D.I. ACEH","KAB. ACEH SELATAN","Kluet Selatan","BTJ20605",62,6,55,8
49,"D.I. ACEH","KAB. ACEH SELATAN","Kluet Tengah","BTJ20620",62,6,55,8
50,"D.I. ACEH","KAB. ACEH SELATAN","Kluet Timur","BTJ20621",62,6,55,8
51,"D.I. ACEH","KAB. ACEH SELATAN","Kluet Utara","BTJ20603",62,6,55,8
52,"D.I. ACEH","KAB. ACEH SELATAN","Labuhan Haji","BTJ20606",62,6,55,8
53,"D.I. ACEH","KAB. ACEH SELATAN","Labuhan Haji Barat","BTJ20622",62,6,55,8
54,"D.I. ACEH","KAB. ACEH SELATAN","Labuhan Haji Timur","BTJ20623",62,6,55,8
55,"D.I. ACEH","KAB. ACEH SELATAN","Meukek","BTJ20608",62,6,55,8
56,"D.I. ACEH","KAB. ACEH SELATAN","Pasie raja","BTJ20624",62,6,55,8
57,"D.I. ACEH","KAB. ACEH SELATAN","Sama Dua","BTJ20610",62,6,55,8
58,"D.I. ACEH","KAB. ACEH SELATAN","Sawang","BTJ20646",62,6,55,8
59,"D.I. ACEH","KAB. ACEH SELATAN","Tapak Tuan","BTJ20600",52,4,43,6
60,"D.I. ACEH","KAB. ACEH SELATAN","Trumon","BTJ20617",62,6,55,8
61,"D.I. ACEH","KAB. ACEH SELATAN","Trumon Timur","BTJ20625",62,6,55,8
62,"D.I. ACEH","KAB. ACEH SINGKIL","Danau Paris","BTJ21201",62,6,56,8
63,"D.I. ACEH","KAB. ACEH SINGKIL","Gunung Meriah","BTJ21202",62,6,56,8
64,"D.I. ACEH","KAB. ACEH SINGKIL","Kota Baharu","BTJ21203",62,6,56,8
65,"D.I. ACEH","KAB. ACEH SINGKIL","Pulau Banyak","BTJ21204",62,6,56,8
66,"D.I. ACEH","KAB. ACEH SINGKIL","Simpang Kanan","BTJ21205",62,6,56,8
67,"D.I. ACEH","KAB. ACEH SINGKIL","Singkil","BTJ21200",58,4,48,6
68,"D.I. ACEH","KAB. ACEH SINGKIL","Singkil Utara","BTJ21206",58,6,48,8
69,"D.I. ACEH","KAB. ACEH SINGKIL","Singkohor","BTJ21207",62,6,56,8
70,"D.I. ACEH","KAB. ACEH SINGKIL","Suro Baru","BTJ21208",62,6,56,8
71,"D.I. ACEH","KAB. ACEH TAMIANG","Bendahara","BTJ21301",62,6,52,8
72,"D.I. ACEH","KAB. ACEH TAMIANG","Karang Baru","BTJ21302",62,6,52,8
73,"D.I. ACEH","KAB. ACEH TAMIANG","Kejuruan Muda","BTJ21303",62,6,52,8
74,"D.I. ACEH","KAB. ACEH TAMIANG","Kuala Simpang","BTJ21300",51,4,41,6
75,"D.I. ACEH","KAB. ACEH TAMIANG","Manyak Payed","BTJ21304",62,6,52,8
76,"D.I. ACEH","KAB. ACEH TAMIANG","Rantau","BTJ21305",62,6,52,8
77,"D.I. ACEH","KAB. ACEH TAMIANG","Seuruway","BTJ21306",62,6,52,8
78,"D.I. ACEH","KAB. ACEH TAMIANG","Tamiang Hulu","BTJ21307",62,6,52,8
79,"D.I. ACEH","KAB. ACEH TENGAH","Atu Lintang","BTJ20509",48,6,40,8
80,"D.I. ACEH","KAB. ACEH TENGAH","Bebesen","BTJ20502",48,6,40,8
81,"D.I. ACEH","KAB. ACEH TENGAH","Bies","BTJ20510",48,6,40,8
82,"D.I. ACEH","KAB. ACEH TENGAH","Bintang","BTJ20503",48,6,40,8
83,"D.I. ACEH","KAB. ACEH TENGAH","Celala","BTJ20511",48,6,40,8
84,"D.I. ACEH","KAB. ACEH TENGAH","Jagong Jeget","BTJ20512",48,6,40,8
85,"D.I. ACEH","KAB. ACEH TENGAH","Kebayakan","BTJ20513",48,6,40,8
86,"D.I. ACEH","KAB. ACEH TENGAH","Ketol","BTJ20514",48,6,40,8
87,"D.I. ACEH","KAB. ACEH TENGAH","Kute Panang","BTJ20515",48,6,40,8
88,"D.I. ACEH","KAB. ACEH TENGAH","LautTawar","BTJ20516",48,6,40,8
89,"D.I. ACEH","KAB. ACEH TENGAH","Linge Isak","BTJ20505",48,6,40,8
90,"D.I. ACEH","KAB. ACEH TENGAH","Pegasing","BTJ20506",48,6,40,8
91,"D.I. ACEH","KAB. ACEH TENGAH","Rusip Antara","BTJ20517",48,6,40,8
92,"D.I. ACEH","KAB. ACEH TENGAH","Silih Nara","BTJ20507",48,6,40,8
93,"D.I. ACEH","KAB. ACEH TENGAH","Takengon","BTJ20500",41,4,35,6
94,"D.I. ACEH","KAB. ACEH TENGGARA","Babul Makmur","BTJ20209",62,6,55,8
95,"D.I. ACEH","KAB. ACEH TENGGARA","Babul Rahmat","BTJ20210",62,6,55,8
96,"D.I. ACEH","KAB. ACEH TENGGARA","Babussalam","BTJ20211",62,6,55,8
97,"D.I. ACEH","KAB. ACEH TENGGARA","Badar","BTJ20201",62,6,55,8
98,"D.I. ACEH","KAB. ACEH TENGGARA","Bambel","BTJ20202",62,6,55,8
99,"D.I. ACEH","KAB. ACEH TENGGARA","Bukit Tusam","BTJ20212",62,6,55,8
100,"D.I. ACEH","KAB. ACEH TENGGARA","Darul Hasanah","BTJ20213",62,6,55,8
101,"D.I. ACEH","KAB. ACEH TENGGARA","Kutacane","BTJ20200",60,4,48,6
102,"D.I. ACEH","KAB. ACEH TENGGARA","Lawe Alas","BTJ20205",62,6,55,8
103,"D.I. ACEH","KAB. ACEH TENGGARA","Lawe Bulan","BTJ20214",62,6,55,8
104,"D.I. ACEH","KAB. ACEH TENGGARA","Lawe Sigala-gala","BTJ20206",62,6,55,8
105,"D.I. ACEH","KAB. ACEH TENGGARA","Semadam","BTJ20215",62,6,55,8
106,"D.I. ACEH","KAB. ACEH TIMUR","Banda Alam","BTJ21401",59,6,52,8
107,"D.I. ACEH","KAB. ACEH TIMUR","Birem Bayeun","BTJ21402",59,6,52,8
108,"D.I. ACEH","KAB. ACEH TIMUR","Darul Aman","BTJ21403",59,6,52,8
109,"D.I. ACEH","KAB. ACEH TIMUR","Darul Iksan","BTJ21404",59,6,52,8
110,"D.I. ACEH","KAB. ACEH TIMUR","Idi Rayeuk","BTJ21400",45,4,40,6
111,"D.I. ACEH","KAB. ACEH TIMUR","Idi Tuning","BTJ21405",59,6,52,8
112,"D.I. ACEH","KAB. ACEH TIMUR","Indra Makmur","BTJ21406",59,6,52,8
113,"D.I. ACEH","KAB. ACEH TIMUR","Julok","BTJ21407",59,6,52,8
114,"D.I. ACEH","KAB. ACEH TIMUR","Madat","BTJ21408",59,6,52,8
115,"D.I. ACEH","KAB. ACEH TIMUR","Nurussalam","BTJ21409",59,6,52,8
116,"D.I. ACEH","KAB. ACEH TIMUR","Pante Beudari","BTJ21410",59,6,52,8
117,"D.I. ACEH","KAB. ACEH TIMUR","Peudawa","BTJ21411",59,6,52,8
118,"D.I. ACEH","KAB. ACEH TIMUR","Peureulak","BTJ21412",59,6,52,8
119,"D.I. ACEH","KAB. ACEH TIMUR","Peureulak Barat","BTJ21413",59,6,52,8
120,"D.I. ACEH","KAB. ACEH TIMUR","Peureulak Timur","BTJ21414",59,6,52,8
121,"D.I. ACEH","KAB. ACEH TIMUR","Rantau Selamat","BTJ21415",59,6,52,8
122,"D.I. ACEH","KAB. ACEH TIMUR","Ranto Peureulak","BTJ21416",59,6,52,8
123,"D.I. ACEH","KAB. ACEH TIMUR","Serba Jadi/Lokop","BTJ21417",59,6,52,8
124,"D.I. ACEH","KAB. ACEH TIMUR","Simpang Jernih","BTJ21418",59,6,52,8
125,"D.I. ACEH","KAB. ACEH TIMUR","Simpang Ulim","BTJ21419",59,6,52,8
126,"D.I. ACEH","KAB. ACEH TIMUR","Sungai Raya","BTJ21420",59,6,52,8
127,"D.I. ACEH","KAB. ACEH UTARA","Baktia","BTJ21501",55,6,40,8
128,"D.I. ACEH","KAB. ACEH UTARA","Baktia Barat","BTJ21502",55,6,40,8
129,"D.I. ACEH","KAB. ACEH UTARA","Cot Girek","BTJ21503",55,6,40,8
130,"D.I. ACEH","KAB. ACEH UTARA","Dewantara","BTJ21504",55,6,40,8
131,"D.I. ACEH","KAB. ACEH UTARA","Kuta Makmur","BTJ21505",55,6,40,8
132,"D.I. ACEH","KAB. ACEH UTARA","Langkahan","BTJ21506",55,6,40,8
133,"D.I. ACEH","KAB. ACEH UTARA","Lhoksukon","BTJ21500",41,4,35,6
134,"D.I. ACEH","KAB. ACEH UTARA","Matang Kuli","BTJ21507",55,6,40,8
135,"D.I. ACEH","KAB. ACEH UTARA","Meurah Mulia","BTJ21508",55,6,40,8
136,"D.I. ACEH","KAB. ACEH UTARA","Muara Batu","BTJ21509",55,6,40,8
137,"D.I. ACEH","KAB. ACEH UTARA","Nibong","BTJ21510",55,6,40,8
138,"D.I. ACEH","KAB. ACEH UTARA","Nisam","BTJ21511",55,6,40,8
139,"D.I. ACEH","KAB. ACEH UTARA","Paya Bakong","BTJ21512",55,6,40,8
140,"D.I. ACEH","KAB. ACEH UTARA","Samudera","BTJ21513",55,6,40,8
141,"D.I. ACEH","KAB. ACEH UTARA","Sawang","BTJ21514",55,6,40,8
142,"D.I. ACEH","KAB. ACEH UTARA","Seunuddon","BTJ21515",55,6,40,8
143,"D.I. ACEH","KAB. ACEH UTARA","Simpang Keuramat","BTJ21516",55,6,40,8
144,"D.I. ACEH","KAB. ACEH UTARA","Syamtalira Aron","BTJ21517",55,6,40,8
145,"D.I. ACEH","KAB. ACEH UTARA","Syamtalira Bayu","BTJ21518",55,6,40,8
146,"D.I. ACEH","KAB. ACEH UTARA","Tanah Luas","BTJ21519",55,6,40,8
147,"D.I. ACEH","KAB. ACEH UTARA","Tanah Jambo Aye","BTJ21520",55,6,40,8
148,"D.I. ACEH","KAB. ACEH UTARA","Tanah Pasir","BTJ21521",55,6,40,8
149,"D.I. ACEH","KAB. BENER MERIAH","Bandar","BTJ21601",59,6,53,8
150,"D.I. ACEH","KAB. BENER MERIAH","Bukit","BTJ21602",59,6,53,8
151,"D.I. ACEH","KAB. BENER MERIAH","Permata","BTJ21603",59,6,53,8
152,"D.I. ACEH","KAB. BENER MERIAH","Pintu Rime","BTJ21604",59,6,53,8
153,"D.I. ACEH","KAB. BENER MERIAH","Simpang Tiga Redelon","BTJ21600",55,4,43,6
154,"D.I. ACEH","KAB. BENER MERIAH","Syiah Kuala","BTJ21605",59,6,53,8
155,"D.I. ACEH","KAB. BENER MERIAH","Timang Gajah","BTJ21606",59,6,53,8
156,"D.I. ACEH","KAB. BENER MERIAH","Wih Pesam","BTJ21607",59,6,53,8
157,"D.I. ACEH","KAB. BIREUEN","Bireuen","BTJ20100",41,4,35,6
158,"D.I. ACEH","KAB. BIREUEN","Ganda Pura","BTJ20105",52,6,43,8
159,"D.I. ACEH","KAB. BIREUEN","Jangka","BTJ20108",52,6,43,8
160,"D.I. ACEH","KAB. BIREUEN","Jeunieb","BTJ20101",52,6,43,8
161,"D.I. ACEH","KAB. BIREUEN","Jeumpa","BTJ20109",52,6,43,8
162,"D.I. ACEH","KAB. BIREUEN","Juli","BTJ20110",52,6,43,8
163,"D.I. ACEH","KAB. BIREUEN","Kota Juang","BTJ20111",52,6,43,8
164,"D.I. ACEH","KAB. BIREUEN","Kuala","BTJ20107",52,6,43,8
165,"D.I. ACEH","KAB. BIREUEN","Kuta Blang","BTJ20112",52,6,43,8
166,"D.I. ACEH","KAB. BIREUEN","Makmur","BTJ20106",52,6,43,8
167,"D.I. ACEH","KAB. BIREUEN","Pandrah","BTJ20113",52,6,43,8
168,"D.I. ACEH","KAB. BIREUEN","Peudada","BTJ20103",52,6,43,8
169,"D.I. ACEH","KAB. BIREUEN","Peusangan","BTJ20102",52,6,43,8
170,"D.I. ACEH","KAB. BIREUEN","Peusangan Selatan","BTJ20114",52,6,43,8
171,"D.I. ACEH","KAB. BIREUEN","Peusangan Siblah Krueng","BTJ20115",52,6,43,8
172,"D.I. ACEH","KAB. BIREUEN","Primbang","BTJ20116",52,6,43,8
173,"D.I. ACEH","KAB. BIREUEN","Samalanga","BTJ20104",52,6,43,8
174,"D.I. ACEH","KAB. BIREUEN","Simpang Mamplam","BTJ20117",52,6,43,8
175,"D.I. ACEH","KAB. GAYO LUES","Blang Kejeren","BTJ21700",53,4,44,6
176,"D.I. ACEH","KAB. GAYO LUES","Kuta Panjang","BTJ21701",62,6,56,8
177,"D.I. ACEH","KAB. GAYO LUES","Pining","BTJ21702",62,6,56,8
178,"D.I. ACEH","KAB. GAYO LUES","Rikit Gaib","BTJ21703",62,6,56,8
179,"D.I. ACEH","KAB. GAYO LUES","Terangon","BTJ21704",62,6,56,8
180,"D.I. ACEH","KAB. GAYO LUES","Putri Betung","BTJ21705",62,6,56,8
181,"D.I. ACEH","KAB. GAYO LUES","Blang Pegayon","BTJ21706",62,6,56,8
182,"D.I. ACEH","KAB. GAYO LUES","Dabung Gelang","BTJ21707",62,6,56,8
183,"D.I. ACEH","KAB. GAYO LUES","Blang Jerango","BTJ21708",62,6,56,8
184,"D.I. ACEH","KAB. GAYO LUES","Teripe Jaya","BTJ21709",62,6,56,8
185,"D.I. ACEH","KAB. GAYO LUES","Pantan Jaya","BTJ21713",62,6,56,8
186,"D.I. ACEH","KAB. NAGAN RAYA","Beutong","BTJ21801",51,6,40,8
187,"D.I. ACEH","KAB. NAGAN RAYA","Darul Makmur","BTJ21802",51,6,40,8
188,"D.I. ACEH","KAB. NAGAN RAYA","Kuala","BTJ21803",51,6,40,8
189,"D.I. ACEH","KAB. NAGAN RAYA","Seunagan","BTJ21804",51,6,40,8
190,"D.I. ACEH","KAB. NAGAN RAYA","Seunagan Timur","BTJ21805",51,6,40,8
191,"D.I. ACEH","KAB. NAGAN RAYA","Suka Makmue","BTJ21800",40,4,32,6
192,"D.I. ACEH","KAB. PIDIE","Batee","BTJ20403",53,6,40,8
193,"D.I. ACEH","KAB. PIDIE","Delima","BTJ20404",53,6,40,8
194,"D.I. ACEH","KAB. PIDIE","Geumpang","BTJ20405",53,6,40,8
195,"D.I. ACEH","KAB. PIDIE","Gleumpang Baro","BTJ20423",53,6,40,8
196,"D.I. ACEH","KAB. PIDIE","Glumpang Tiga","BTJ20406",53,6,40,8
197,"D.I. ACEH","KAB. PIDIE","Grong-Grong","BTJ20424",53,6,40,8
198,"D.I. ACEH","KAB. PIDIE","Indrajaya","BTJ20407",53,6,40,8
199,"D.I. ACEH","KAB. PIDIE","Kembang Tanjung","BTJ20408",53,6,40,8
200,"D.I. ACEH","KAB. PIDIE","Sigli","BTJ20400",40,4,32,6
201,"D.I. ACEH","KAB. PIDIE","Mane","BTJ20425",53,6,40,8
202,"D.I. ACEH","KAB. PIDIE","Mila","BTJ20410",53,6,40,8
203,"D.I. ACEH","KAB. PIDIE","Muara Tiga","BTJ20411",53,6,40,8
204,"D.I. ACEH","KAB. PIDIE","Mutiara","BTJ20412",53,6,40,8
205,"D.I. ACEH","KAB. PIDIE","Mutiara Timur","BTJ20426",53,6,40,8
206,"D.I. ACEH","KAB. PIDIE","Padang Tiji","BTJ20413",53,6,40,8
207,"D.I. ACEH","KAB. PIDIE","Peukan Baro","BTJ20414",53,6,40,8
208,"D.I. ACEH","KAB. PIDIE","Pidie","BTJ20415",53,6,40,8
209,"D.I. ACEH","KAB. PIDIE","Sakti","BTJ20416",53,6,40,8
210,"D.I. ACEH","KAB. PIDIE","Simpang Tiga","BTJ20417",53,6,40,8
211,"D.I. ACEH","KAB. PIDIE","Tangse","BTJ20418",53,6,40,8
212,"D.I. ACEH","KAB. PIDIE","Tiro/Truseb","BTJ20419",53,6,40,8
213,"D.I. ACEH","KAB. PIDIE","Titeua/Keumala","BTJ20420",53,6,40,8
214,"D.I. ACEH","KAB. PIDIE JAYA","Meureudu","BTJ21900",49,4,40,6
215,"D.I. ACEH","KAB. PIDIE JAYA","Ulim","BTJ21901",63,6,52,8
216,"D.I. ACEH","KAB. PIDIE JAYA","Jangka Buya","BTJ21902",63,6,52,8
217,"D.I. ACEH","KAB. PIDIE JAYA","Bandar Dua","BTJ21903",63,6,52,8
218,"D.I. ACEH","KAB. PIDIE JAYA","Meurah Dua","BTJ21904",63,6,52,8
219,"D.I. ACEH","KAB. PIDIE JAYA","Bandar Baru","BTJ21905",63,6,52,8
220,"D.I. ACEH","KAB. PIDIE JAYA","Panteraja","BTJ21906",63,6,52,8
221,"D.I. ACEH","KAB. PIDIE JAYA","Trienggading","BTJ21907",63,6,52,8
222,"D.I. ACEH","KAB. SIMEULEU","Alafan","BTJ22101",63,6,58,8
223,"D.I. ACEH","KAB. SIMEULEU","Salang","BTJ22102",63,6,58,8
224,"D.I. ACEH","KAB. SIMEULEU","Simeulue Tengah","BTJ22103",63,6,58,8
225,"D.I. ACEH","KAB. SIMEULEU","Simeulue Timur","BTJ22104",63,6,58,8
226,"D.I. ACEH","KAB. SIMEULEU","Simuelue Barat","BTJ22105",63,6,58,8
227,"D.I. ACEH","KAB. SIMEULEU","Sinabang","BTJ22100",62,4,51,6
228,"D.I. ACEH","KAB. SIMEULEU","Teluk Dalam","BTJ22106",63,6,58,8
229,"D.I. ACEH","KAB. SIMEULEU","Teupah Selatan","BTJ22107",63,6,58,8
230,"D.I. ACEH","KAB. SIMEULEU","Teupah Barat","BTJ22108",63,6,58,8
231,"D.I. ACEH","KOTA BANDA ACEH","Banda Aceh","BTJ10000",29,4,24,6
232,"D.I. ACEH","KOTA BANDA ACEH","Meuraksa","BTJ10015",29,4,24,6
233,"D.I. ACEH","KOTA BANDA ACEH","Jaya Baru","BTJ10016",29,4,24,6
234,"D.I. ACEH","KOTA BANDA ACEH","Banda Raya","BTJ10017",29,4,24,6
235,"D.I. ACEH","KOTA BANDA ACEH","Baiturrahman","BTJ10018",29,4,24,6
236,"D.I. ACEH","KOTA BANDA ACEH","Lueng Bata","BTJ10019",29,4,24,6
237,"D.I. ACEH","KOTA BANDA ACEH","Kuta Alam","BTJ10020",29,4,24,6
238,"D.I. ACEH","KOTA BANDA ACEH","Kuta Raja","BTJ10021",29,4,24,6
239,"D.I. ACEH","KOTA BANDA ACEH","Syiah Kuala","BTJ10022",29,4,24,6
240,"D.I. ACEH","KOTA BANDA ACEH","Ulee Kareng","BTJ10023",29,4,24,6
241,"D.I. ACEH","KOTA LANGSA","Langsa","BTJ10100",44,4,36,6
242,"D.I. ACEH","KOTA LANGSA","Langsa Barat","BTJ10118",44,4,36,6
243,"D.I. ACEH","KOTA LANGSA","Langsa Kota","BTJ10119",44,4,36,6
244,"D.I. ACEH","KOTA LANGSA","Langsa Lama","BTJ10120",44,4,36,6
245,"D.I. ACEH","KOTA LANGSA","Langsa Teungoh","BTJ10121",44,4,36,6
246,"D.I. ACEH","KOTA LANGSA","Langsa Timur","BTJ10122",44,4,36,6
247,"D.I. ACEH","KOTA LHOKSEUMAWE","Banda Sakti","BTJ10226",43,4,36,6
248,"D.I. ACEH","KOTA LHOKSEUMAWE","Blang Mangat","BTJ10227",43,4,36,6
249,"D.I. ACEH","KOTA LHOKSEUMAWE","Lhokseumawe","BTJ10200",43,4,36,6
250,"D.I. ACEH","KOTA LHOKSEUMAWE","Muara Dua","BTJ10209",43,4,36,6
251,"D.I. ACEH","KOTA SABANG","Sabang","BTJ20700",43,4,40,6
252,"D.I. ACEH","KOTA SABANG","Sukakarya","BTJ20702",43,4,40,6
253,"D.I. ACEH","KOTA SABANG","Sukajaya","BTJ20703",43,4,40,6
254,"D.I. ACEH","KOTA SUBULUSSALAM","Subulussalam","BTJ22200",43,4,36,6
255,"D.I. ACEH","KOTA SUBULUSSALAM","Simpang Kiri","BTJ22201",43,4,36,6
256,"D.I. ACEH","KOTA SUBULUSSALAM","Penanggalan","BTJ22202",43,4,36,6
257,"D.I. ACEH","KOTA SUBULUSSALAM","Rundeng","BTJ22203",43,4,36,6
258,"D.I. ACEH","KOTA SUBULUSSALAM","Sultan Daulat","BTJ22204",43,4,36,6
259,"D.I. ACEH","KOTA SUBULUSSALAM","Longkip","BTJ22205",43,4,36,6
260,"SUMATERA UTARA","KAB. ASAHAN","Aek Kuasan","MES10117",37,5,32,7
261,"SUMATERA UTARA","KAB. ASAHAN","Air Batu","MES10103",37,5,32,7
262,"SUMATERA UTARA","KAB. ASAHAN","Air Joman","MES10102",37,5,32,7
263,"SUMATERA UTARA","KAB. ASAHAN","Bandar Pasir Mandoge","MES10104",37,5,32,7
264,"SUMATERA UTARA","KAB. ASAHAN","Bandar Pulau","MES10105",37,5,32,7
265,"SUMATERA UTARA","KAB. ASAHAN","Buntu Pane","MES10106",37,5,32,7
266,"SUMATERA UTARA","KAB. ASAHAN","Kisaran","MES10100",30,3,25,5
267,"SUMATERA UTARA","KAB. ASAHAN","Kisaran Barat","MES10126",30,3,25,5
268,"SUMATERA UTARA","KAB. ASAHAN","Kisaran Timur","MES10127",30,3,25,5
269,"SUMATERA UTARA","KAB. ASAHAN","Meranti","MES10110",37,5,32,7
270,"SUMATERA UTARA","KAB. ASAHAN","Pulau Rakyat","MES10111",37,5,32,7
271,"SUMATERA UTARA","KAB. ASAHAN","Sei Kepayang","MES10118",37,5,32,7
272,"SUMATERA UTARA","KAB. ASAHAN","Simpang Empat","MES10112",37,5,32,7
273,"SUMATERA UTARA","KAB. ASAHAN","Tanjung Balai Asahan","MES10115",37,5,32,7
274,"SUMATERA UTARA","KAB. BATUBARA","Limapuluh","MES21500",30,3,25,5
275,"SUMATERA UTARA","KAB. BATUBARA","Medang Deras","MES21501",37,5,32,7
276,"SUMATERA UTARA","KAB. BATUBARA","Sei Suka","MES21508",37,5,32,7
277,"SUMATERA UTARA","KAB. BATUBARA","Air Putih","MES21503",37,5,32,7
278,"SUMATERA UTARA","KAB. BATUBARA","Talawi","MES21504",37,5,32,7
279,"SUMATERA UTARA","KAB. BATUBARA","Tanjung Tiram","MES21505",37,5,32,7
280,"SUMATERA UTARA","KAB. BATUBARA","Sei Balai","MES21506",37,5,32,7
281,"SUMATERA UTARA","KAB. DAIRI","Berampu","MES10312",56,5,46,7
282,"SUMATERA UTARA","KAB. DAIRI","Gunung Sitember","MES10313",56,5,46,7
283,"SUMATERA UTARA","KAB. DAIRI","Lae Parira","MES10314",56,5,46,7
284,"SUMATERA UTARA","KAB. DAIRI","Parbuluan","MES10302",56,5,46,7
285,"SUMATERA UTARA","KAB. DAIRI","Pegagan Hilir","MES10310",56,5,46,7
286,"SUMATERA UTARA","KAB. DAIRI","Sidikalang","MES10300",45,3,37,5
287,"SUMATERA UTARA","KAB. DAIRI","Siempat Nempu","MES10304",56,5,46,7
288,"SUMATERA UTARA","KAB. DAIRI","Siempat Nempu Hilir","MES10305",56,5,46,7
289,"SUMATERA UTARA","KAB. DAIRI","Siempat Nempu Hulu","MES10311",56,5,46,7
290,"SUMATERA UTARA","KAB. DAIRI","Silima Pungga-Pungga","MES10306",56,5,46,7
291,"SUMATERA UTARA","KAB. DAIRI","Sumbul","MES10307",56,5,46,7
292,"SUMATERA UTARA","KAB. DAIRI","Tanah Pinem","MES10308",56,5,46,7
293,"SUMATERA UTARA","KAB. DAIRI","Tiga Lingga","MES10309",56,5,46,7
294,"SUMATERA UTARA","KAB. DELI SERDANG","Bangun Purba","MES10615",33,4,29,6
