id,"propinsi","kota_kab","kecamatan","kode",reguler,reguler_etd,oke,oke_etd
1235,"SUMATERA SELATAN","KOTA PAGAR ALAM","Pagar Alam Selatan","PLM20607",37,3,30,5
1236,"SUMATERA SELATAN","KOTA PAGAR ALAM","Dempo Selatan","PLM20608",37,3,30,5
1237,"SUMATERA SELATAN","KOTA PAGAR ALAM","Dempo Tengah","PLM20609",37,3,30,5
1238,"SUMATERA SELATAN","KOTA PAGAR ALAM","Dempo Utara","PLM20610",37,3,30,5
1239,"SUMATERA SELATAN","KOTA PALEMBANG","Palembang","PLM10000",18,2,14,3
1240,"SUMATERA SELATAN","KOTA PALEMBANG","Alang-Alang Lebar","PLM10003",18,2,14,3
1241,"SUMATERA SELATAN","KOTA PALEMBANG","Bukit Kecil","PLM10004",18,2,14,3
1242,"SUMATERA SELATAN","KOTA PALEMBANG","Gandus","PLM10005",18,2,14,3
1243,"SUMATERA SELATAN","KOTA PALEMBANG","Ilir Barat I","PLM10006",18,2,14,3
1244,"SUMATERA SELATAN","KOTA PALEMBANG","Ilir Barat II","PLM10007",18,2,14,3
1245,"SUMATERA SELATAN","KOTA PALEMBANG","Ilir Timur I","PLM10008",18,2,14,3
1246,"SUMATERA SELATAN","KOTA PALEMBANG","Ilir Timur II","PLM10009",18,2,14,3
1247,"SUMATERA SELATAN","KOTA PALEMBANG","Kalidoni","PLM10010",18,2,14,3
1248,"SUMATERA SELATAN","KOTA PALEMBANG","Kemuning","PLM10011",18,2,14,3
1249,"SUMATERA SELATAN","KOTA PALEMBANG","Kertapati","PLM10012",18,2,14,3
1250,"SUMATERA SELATAN","KOTA PALEMBANG","Plaju","PLM10001",18,2,14,3
1251,"SUMATERA SELATAN","KOTA PALEMBANG","Sako","PLM10013",18,2,14,3
1252,"SUMATERA SELATAN","KOTA PALEMBANG","Seberang Ulu I","PLM10014",18,2,14,3
1253,"SUMATERA SELATAN","KOTA PALEMBANG","Seberang Ulu II","PLM10015",18,2,14,3
1254,"SUMATERA SELATAN","KOTA PALEMBANG","Sematang Borang","PLM10016",18,2,14,3
1255,"SUMATERA SELATAN","KOTA PALEMBANG","Sukarame","PLM10017",18,2,14,3
1256,"SUMATERA SELATAN","KOTA PRABUMULIH","Prabumulih","PLM20700",29,2,24,4
1257,"SUMATERA SELATAN","KOTA PRABUMULIH","Cambai","PLM20704",29,2,24,4
1258,"SUMATERA SELATAN","KOTA PRABUMULIH","Prabumulih Barat","PLM20705",29,2,24,4
1259,"SUMATERA SELATAN","KOTA PRABUMULIH","Prabumulih Timur","PLM20708",29,2,24,4
1260,"SUMATERA SELATAN","KOTA PRABUMULIH","Rambang Kapak Tengah","PLM20707",29,2,24,4
1261,"LAMPUNG","KAB. LAMPUNG BARAT","Balik Bukit","TKG20401",51,5,36,7
1262,"LAMPUNG","KAB. LAMPUNG BARAT","Batu Brak","TKG20407",51,5,36,7
1263,"LAMPUNG","KAB. LAMPUNG BARAT","Belalau","TKG20402",51,5,36,7
1264,"LAMPUNG","KAB. LAMPUNG BARAT","Bengkunat","TKG20408",51,5,36,7
1265,"LAMPUNG","KAB. LAMPUNG BARAT","Karya Penggawa","TKG20409",51,5,36,7
1266,"LAMPUNG","KAB. LAMPUNG BARAT","Lemong","TKG20410",51,5,36,7
1267,"LAMPUNG","KAB. LAMPUNG BARAT","Liwa","TKG20400",40,3,28,5
1268,"LAMPUNG","KAB. LAMPUNG BARAT","Pesisir Selatan","TKG20405",51,5,36,7
1269,"LAMPUNG","KAB. LAMPUNG BARAT","Pesisir Tengah / Krui","TKG20404",51,5,36,7
1270,"LAMPUNG","KAB. LAMPUNG BARAT","Pesisir Utara","TKG20403",51,5,36,7
1271,"LAMPUNG","KAB. LAMPUNG BARAT","Sekincau","TKG20411",51,5,36,7
1272,"LAMPUNG","KAB. LAMPUNG BARAT","Sukau","TKG20412",51,5,36,7
1273,"LAMPUNG","KAB. LAMPUNG BARAT","Sumber Jaya","TKG20406",51,5,36,7
1274,"LAMPUNG","KAB. LAMPUNG BARAT","Suoh","TKG20413",51,5,36,7
1275,"LAMPUNG","KAB. LAMPUNG BARAT","Way Tenong","TKG20414",51,5,36,7
1276,"LAMPUNG","KAB. LAMPUNG SELATAN","Bakauheni","TKG20115",33,5,23,7
1277,"LAMPUNG","KAB. LAMPUNG SELATAN","Candipuro","TKG20105",33,5,23,7
1278,"LAMPUNG","KAB. LAMPUNG SELATAN","Jati Agung","TKG20106",33,5,23,7
1279,"LAMPUNG","KAB. LAMPUNG SELATAN","Kalianda","TKG20100",26,2,18,5
1280,"LAMPUNG","KAB. LAMPUNG SELATAN","Katibung","TKG20107",33,5,23,7
1281,"LAMPUNG","KAB. LAMPUNG SELATAN","Ketapang","TKG20108",33,5,23,7
1282,"LAMPUNG","KAB. LAMPUNG SELATAN","Merbau Mataram","TKG20109",33,5,23,7
1283,"LAMPUNG","KAB. LAMPUNG SELATAN","Natar","TKG20103",33,5,23,7
1284,"LAMPUNG","KAB. LAMPUNG SELATAN","Palas","TKG20101",33,5,23,7
1285,"LAMPUNG","KAB. LAMPUNG SELATAN","Penengahan","TKG20102",33,5,23,7
1286,"LAMPUNG","KAB. LAMPUNG SELATAN","Rajabasa","TKG20111",33,5,23,7
1287,"LAMPUNG","KAB. LAMPUNG SELATAN","Sidomulyo","TKG20112",33,5,23,7
1288,"LAMPUNG","KAB. LAMPUNG SELATAN","Sragi","TKG20113",33,5,23,7
1289,"LAMPUNG","KAB. LAMPUNG SELATAN","Tanjung Sari","TKG20116",33,5,23,7
1290,"LAMPUNG","KAB. LAMPUNG SELATAN","Tanjung Bintang","TKG20104",33,5,23,7
1291,"LAMPUNG","KAB. LAMPUNG SELATAN","Way Panji","TKG20117",33,5,23,7
1292,"LAMPUNG","KAB. LAMPUNG SELATAN","Way Sulan","TKG20118",33,5,23,7
1293,"LAMPUNG","KAB. LAMPUNG TENGAH","Anak Tuha","TKG20907",30,5,22,7
1294,"LAMPUNG","KAB. LAMPUNG TENGAH","Bandar Mataram","TKG20908",30,5,22,7
1295,"LAMPUNG","KAB. LAMPUNG TENGAH","Bandar Surabaya","TKG20909",30,5,22,7
1296,"LAMPUNG","KAB. LAMPUNG TENGAH","Bandar Jaya","TKG20927",30,5,22,7
1297,"LAMPUNG","KAB. LAMPUNG TENGAH","Bangunrejo","TKG20910",30,5,22,7
1298,"LAMPUNG","KAB. LAMPUNG TENGAH","Bekri","TKG20911",30,5,22,7
1299,"LAMPUNG","KAB. LAMPUNG TENGAH","Bumi Nabung","TKG20912",30,5,22,7
1300,"LAMPUNG","KAB. LAMPUNG TENGAH","Bumi Ratu Nuban","TKG20913",30,5,22,7
1301,"LAMPUNG","KAB. LAMPUNG TENGAH","Gunung Sugih","TKG20900",24,3,17,5
1302,"LAMPUNG","KAB. LAMPUNG TENGAH","Kalirejo","TKG20914",30,5,22,7
1303,"LAMPUNG","KAB. LAMPUNG TENGAH","Kota Gajah","TKG20915",30,5,22,7
1304,"LAMPUNG","KAB. LAMPUNG TENGAH","Padang Ratu","TKG20901",30,5,22,7
1305,"LAMPUNG","KAB. LAMPUNG TENGAH","Pubian","TKG20916",30,5,22,7
1306,"LAMPUNG","KAB. LAMPUNG TENGAH","Punggur","TKG20917",30,5,22,7
1307,"LAMPUNG","KAB. LAMPUNG TENGAH","Rumbia","TKG20918",30,5,22,7
1308,"LAMPUNG","KAB. LAMPUNG TENGAH","Selagai Lingga","TKG20919",30,5,22,7
1309,"LAMPUNG","KAB. LAMPUNG TENGAH","Sendang Agung","TKG20920",30,5,22,7
1310,"LAMPUNG","KAB. LAMPUNG TENGAH","Seputih Agung","TKG20921",30,5,22,7
1311,"LAMPUNG","KAB. LAMPUNG TENGAH","Seputih Banyak","TKG20903",30,5,22,7
1312,"LAMPUNG","KAB. LAMPUNG TENGAH","Seputih Mataram","TKG20902",30,5,22,7
1313,"LAMPUNG","KAB. LAMPUNG TENGAH","Seputih Raman","TKG20905",30,5,22,7
1314,"LAMPUNG","KAB. LAMPUNG TENGAH","Seputih Surabaya","TKG20904",30,5,22,7
1315,"LAMPUNG","KAB. LAMPUNG TENGAH","Terbanggi Besar / Bandar Jaya","TKG20906",30,5,22,7
1316,"LAMPUNG","KAB. LAMPUNG TENGAH","Terusan Nunyai","TKG20922",30,5,22,7
1317,"LAMPUNG","KAB. LAMPUNG TENGAH","Trimurjo","TKG20923",30,5,22,7
1318,"LAMPUNG","KAB. LAMPUNG TENGAH","Way Pengubuan","TKG20924",30,5,22,7
1319,"LAMPUNG","KAB. LAMPUNG TENGAH","Way Seputih","TKG20925",30,5,22,7
1320,"LAMPUNG","KAB. LAMPUNG TIMUR","Bandar Sribawono","TKG21009",32,5,23,7
1321,"LAMPUNG","KAB. LAMPUNG TIMUR","Batanghari","TKG21001",32,5,23,7
1322,"LAMPUNG","KAB. LAMPUNG TIMUR","Batanghari Nuban","TKG21010",32,5,23,7
1323,"LAMPUNG","KAB. LAMPUNG TIMUR","Braja Slebah","TKG21011",32,5,23,7
1324,"LAMPUNG","KAB. LAMPUNG TIMUR","Bumi Agung","TKG21012",32,5,23,7
1325,"LAMPUNG","KAB. LAMPUNG TIMUR","Gunung Pelindung","TKG21013",32,5,23,7
1326,"LAMPUNG","KAB. LAMPUNG TIMUR","Jabung/Gunung balak","TKG21002",32,5,23,7
1327,"LAMPUNG","KAB. LAMPUNG TIMUR","Labuhan Maringgai","TKG21003",32,5,23,7
1328,"LAMPUNG","KAB. LAMPUNG TIMUR","Labuhan Ratu","TKG21014",32,5,23,7
1329,"LAMPUNG","KAB. LAMPUNG TIMUR","Margatiga","TKG21015",32,5,23,7
1330,"LAMPUNG","KAB. LAMPUNG TIMUR","Mataram Baru","TKG21016",32,5,23,7
1331,"LAMPUNG","KAB. LAMPUNG TIMUR","Melinting","TKG21017",32,5,23,7
1332,"LAMPUNG","KAB. LAMPUNG TIMUR","Metro Kibang","TKG21018",32,5,23,7
1333,"LAMPUNG","KAB. LAMPUNG TIMUR","Pasir Sakti","TKG21019",32,5,23,7
1334,"LAMPUNG","KAB. LAMPUNG TIMUR","Pekalongan","TKG21004",32,5,23,7
1335,"LAMPUNG","KAB. LAMPUNG TIMUR","Purbolinggo","TKG21005",32,5,23,7
1336,"LAMPUNG","KAB. LAMPUNG TIMUR","Raman Utara","TKG21006",32,5,23,7
1337,"LAMPUNG","KAB. LAMPUNG TIMUR","Sekampung","TKG21007",32,5,23,7
1338,"LAMPUNG","KAB. LAMPUNG TIMUR","Sekampung Udik","TKG21020",32,5,23,7
1339,"LAMPUNG","KAB. LAMPUNG TIMUR","Sukadana","TKG21000",25,3,18,5
1340,"LAMPUNG","KAB. LAMPUNG TIMUR","Waway Karya","TKG21021",32,5,23,7
1341,"LAMPUNG","KAB. LAMPUNG TIMUR","Way Bungur","TKG21022",32,5,23,7
1342,"LAMPUNG","KAB. LAMPUNG TIMUR","Way Jepara","TKG21008",32,5,23,7
1343,"LAMPUNG","KAB. LAMPUNG UTARA","Abung Barat","TKG20201",32,5,23,7
1344,"LAMPUNG","KAB. LAMPUNG UTARA","Abung Selatan","TKG20202",32,5,23,7
1345,"LAMPUNG","KAB. LAMPUNG UTARA","Abung Semuli","TKG20224",32,5,23,7
1346,"LAMPUNG","KAB. LAMPUNG UTARA","Abung Surakarta","TKG20225",32,5,23,7
1347,"LAMPUNG","KAB. LAMPUNG UTARA","Abung Tengah","TKG20226",32,5,23,7
1348,"LAMPUNG","KAB. LAMPUNG UTARA","Abung Timur","TKG20203",32,5,23,7
1349,"LAMPUNG","KAB. LAMPUNG UTARA","Abung Tinggi","TKG20228",32,5,23,7
1350,"LAMPUNG","KAB. LAMPUNG UTARA","Bukit Kemuning","TKG20210",32,5,23,7
1351,"LAMPUNG","KAB. LAMPUNG UTARA","Bunga Mayang","TKG20229",32,5,23,7
1352,"LAMPUNG","KAB. LAMPUNG UTARA","Kotabumi","TKG20200",25,3,18,5
1353,"LAMPUNG","KAB. LAMPUNG UTARA","Kotabumi Selatan","TKG20230",25,3,18,5
1354,"LAMPUNG","KAB. LAMPUNG UTARA","Kotabumi Utara","TKG20231",25,3,18,5
1355,"LAMPUNG","KAB. LAMPUNG UTARA","Muara Sungkai","TKG20232",32,5,23,7
1356,"LAMPUNG","KAB. LAMPUNG UTARA","Sungkai Selatan","TKG20219",32,5,23,7
1357,"LAMPUNG","KAB. LAMPUNG UTARA","Sungkai Utara","TKG20220",32,5,23,7
1358,"LAMPUNG","KAB. LAMPUNG UTARA","Tanjung Raja","TKG20221",32,5,23,7
1359,"LAMPUNG","KAB. WAY KANAN","Bahuga","TKG21101",51,5,39,7
1360,"LAMPUNG","KAB. WAY KANAN","Banjit/Banjid","TKG21104",51,5,39,7
1361,"LAMPUNG","KAB. WAY KANAN","Baradatu","TKG21102",51,5,39,7
1362,"LAMPUNG","KAB. WAY KANAN","Brambangan","TKG21100",40,3,31,5
1363,"LAMPUNG","KAB. WAY KANAN","Gunung Labuhan","TKG21106",51,5,39,7
1364,"LAMPUNG","KAB. WAY KANAN","Kasui","TKG21103",51,5,39,7
1365,"LAMPUNG","KAB. WAY KANAN","Negeri Batin","TKG21107",51,5,39,7
1366,"LAMPUNG","KAB. WAY KANAN","Negeri Agung","TKG21108",51,5,39,7
1367,"LAMPUNG","KAB. WAY KANAN","Negeri Besar","TKG21109",51,5,39,7
1368,"LAMPUNG","KAB. WAY KANAN","Pakuan Ratu","TKG21110",51,5,39,7
1369,"LAMPUNG","KAB. WAY KANAN","Rebang Tangkas","TKG21111",51,5,39,7
1370,"LAMPUNG","KAB. WAY KANAN","Way Tuba","TKG21112",51,5,39,7
1371,"LAMPUNG","KAB. TANGGAMUS","Adi Luwih","TKG21308",37,5,25,7
1372,"LAMPUNG","KAB. TANGGAMUS","Cukup Balak","TKG21309",37,5,25,7
1373,"LAMPUNG","KAB. TANGGAMUS","Gading Rejo","TKG21301",37,5,25,7
1374,"LAMPUNG","KAB. TANGGAMUS","Kelumbayan","TKG21310",37,5,25,7
1375,"LAMPUNG","KAB. TANGGAMUS","Kota Agung","TKG21300",29,3,20,5
1376,"LAMPUNG","KAB. TANGGAMUS","Pagelaran","TKG21302",37,5,25,7
1377,"LAMPUNG","KAB. TANGGAMUS","Pardasuka","TKG21311",37,5,25,7
1378,"LAMPUNG","KAB. TANGGAMUS","Pematang Sawa","TKG21312",37,5,25,7
1379,"LAMPUNG","KAB. TANGGAMUS","Pringsewu","TKG21303",37,5,25,7
1380,"LAMPUNG","KAB. TANGGAMUS","Pugung","TKG21313",37,5,25,7
1381,"LAMPUNG","KAB. TANGGAMUS","Pulau Panggung","TKG21304",37,5,25,7
1382,"LAMPUNG","KAB. TANGGAMUS","Semaka","TKG21314",37,5,25,7
1383,"LAMPUNG","KAB. TANGGAMUS","Sukoharjo","TKG21305",37,5,25,7
1384,"LAMPUNG","KAB. TANGGAMUS","Sumberejo","TKG21315",37,5,25,7
1385,"LAMPUNG","KAB. TANGGAMUS","Talang Padang","TKG21306",37,5,25,7
1386,"LAMPUNG","KAB. TANGGAMUS","Ulubelu","TKG21316",37,5,25,7
1387,"LAMPUNG","KAB. TANGGAMUS","Wonosobo","TKG21307",37,5,25,7
1388,"LAMPUNG","KAB. TULANG BAWANG","Banjar Agung","TKG21204",51,5,39,7
1389,"LAMPUNG","KAB. TULANG BAWANG","Gedung Aji","TKG21205",51,5,39,7
1390,"LAMPUNG","KAB. TULANG BAWANG","Gedung Meneng","TKG21206",51,5,39,7
1391,"LAMPUNG","KAB. TULANG BAWANG","Gunung Terang","TKG21207",51,5,39,7
1392,"LAMPUNG","KAB. TULANG BAWANG","Lambu Kibang","TKG21208",51,5,39,7
1393,"LAMPUNG","KAB. TULANG BAWANG","Menggala","TKG21200",40,3,31,5
1394,"LAMPUNG","KAB. TULANG BAWANG","Mesuji","TKG21201",51,5,39,7
1395,"LAMPUNG","KAB. TULANG BAWANG","Penawar Tama","TKG21209",51,5,39,7
1396,"LAMPUNG","KAB. TULANG BAWANG","Rawajitu Selatan","TKG21210",51,5,39,7
1397,"LAMPUNG","KAB. TULANG BAWANG","Rawajitu Utara","TKG21211",51,5,39,7
1398,"LAMPUNG","KAB. TULANG BAWANG","Simpang Pematang","TKG21212",51,5,39,7
1399,"LAMPUNG","KAB. TULANG BAWANG","Tanjung Raya","TKG21213",51,5,39,7
1400,"LAMPUNG","KAB. TULANG BAWANG","Tulang Bawang Tengah","TKG21202",40,5,31,7
1401,"LAMPUNG","KAB. TULANG BAWANG","Tulang Bawang Udik","TKG21203",51,5,31,7
1402,"LAMPUNG","KAB. TULANG BAWANG","Tumi Jajar","TKG21214",51,5,39,7
1403,"LAMPUNG","KAB. TULANG BAWANG","Way Serdang","TKG21215",51,5,39,7
1404,"LAMPUNG","KAB. PESAWARAN","Gedong Tataan","TKG21400",40,3,31,5
1405,"LAMPUNG","KAB. PESAWARAN","Kedondong","TKG21401",60,5,39,7
1406,"LAMPUNG","KAB. PESAWARAN","Negeri Katon","TKG21403",60,5,39,7
1407,"LAMPUNG","KAB. PESAWARAN","Padang Cermin","TKG21402",60,5,39,7
1408,"LAMPUNG","KAB. PESAWARAN","Pundung Pidada","TKG21404",60,5,39,7
1409,"LAMPUNG","KAB. PESAWARAN","Tegineneng","TKG21405",60,5,39,7
1410,"LAMPUNG","KAB. PESAWARAN","Way Lima","TKG21406",60,5,39,7
1411,"LAMPUNG","KOTA BANDAR LAMPUNG","Bandar Lampung","TKG10000",14,1,9,3
1412,"LAMPUNG","KOTA BANDAR LAMPUNG","Kedaton","TKG10032",14,1,9,3
1413,"LAMPUNG","KOTA BANDAR LAMPUNG","Kemiling","TKG10033",14,1,9,3
1414,"LAMPUNG","KOTA BANDAR LAMPUNG","Panjang","TKG10034",14,1,9,3
1415,"LAMPUNG","KOTA BANDAR LAMPUNG","Rajabasa","TKG10035",14,1,9,3
1416,"LAMPUNG","KOTA BANDAR LAMPUNG","Sukabumi","TKG10036",14,1,9,3
1417,"LAMPUNG","KOTA BANDAR LAMPUNG","Sukarame","TKG10037",14,1,9,3
1418,"LAMPUNG","KOTA BANDAR LAMPUNG","Tanjung Karang Barat","TKG10038",14,1,9,3
1419,"LAMPUNG","KOTA BANDAR LAMPUNG","Tanjung Karang Pusat","TKG10039",14,1,9,3
1420,"LAMPUNG","KOTA BANDAR LAMPUNG","Tanjung Karang Timur","TKG10040",14,1,9,3
1421,"LAMPUNG","KOTA BANDAR LAMPUNG","Tanjung Senang","TKG10041",14,1,9,3
1422,"LAMPUNG","KOTA BANDAR LAMPUNG","Teluk Betung Barat","TKG10042",14,1,9,3
1423,"LAMPUNG","KOTA BANDAR LAMPUNG","Teluk Betung Selatan","TKG10043",14,1,9,3
1424,"LAMPUNG","KOTA BANDAR LAMPUNG","Teluk Betung Utara","TKG10044",14,1,9,3
1425,"LAMPUNG","KOTA METRO","Metro","TKG20300",24,2,17,4
1426,"LAMPUNG","KOTA METRO","Metro Barat","TKG20355",24,2,17,4
1427,"LAMPUNG","KOTA METRO","Metro Pusat","TKG20356",24,2,17,4
1428,"LAMPUNG","KOTA METRO","Metro Selatan","TKG20357",24,2,17,4
1429,"LAMPUNG","KOTA METRO","Metro Timur","TKG20358",24,2,17,4
1430,"LAMPUNG","KOTA METRO","Metro Utara","TKG20359",24,2,17,4
1431,"KEP. BANGKA BELITUNG","KAB. BANGKA","Mendo Barat","PGK10205",30,4,23,6
1432,"KEP. BANGKA BELITUNG","KAB. BANGKA","Merawang","PGK10206",30,4,23,6
1433,"KEP. BANGKA BELITUNG","KAB. BANGKA","Puding Besar","PGK10207",30,4,23,6
1434,"KEP. BANGKA BELITUNG","KAB. BANGKA","Sungailiat","PGK10200",24,2,18,4
1435,"KEP. BANGKA BELITUNG","KAB. BANGKA","Pemali","PGK10204",30,4,23,6
1436,"KEP. BANGKA BELITUNG","KAB. BANGKA","Bakam","PGK10203",30,4,23,6
1437,"KEP. BANGKA BELITUNG","KAB. BANGKA","Belinyu","PGK10201",30,4,23,6
1438,"KEP. BANGKA BELITUNG","KAB. BANGKA","Riau Silip","PGK10202",30,4,23,6
1439,"KEP. BANGKA BELITUNG","KAB. BANGKA BARAT","Kelapa","PGK10300",39,4,30,6
1440,"KEP. BANGKA BELITUNG","KAB. BANGKA BARAT","Tempilang","PGK10302",39,4,30,6
1441,"KEP. BANGKA BELITUNG","KAB. BANGKA BARAT","Mentok","PGK10301",31,2,24,4
1442,"KEP. BANGKA BELITUNG","KAB. BANGKA BARAT","Simpang Teritip","PGK10303",39,4,30,6
1443,"KEP. BANGKA BELITUNG","KAB. BANGKA BARAT","Jebus","PGK10304",39,4,30,6
1444,"KEP. BANGKA BELITUNG","KAB. BANGKA TENGAH","Koba","PGK10400",29,2,22,4
1445,"KEP. BANGKA BELITUNG","KAB. BANGKA TENGAH","Pangkalan Baru","PGK10403",36,4,28,6
1446,"KEP. BANGKA BELITUNG","KAB. BANGKA TENGAH","Sungai Selan","PGK10401",36,4,28,6
1447,"KEP. BANGKA BELITUNG","KAB. BANGKA TENGAH","Simpang Katis","PGK10402",36,4,28,6
1448,"KEP. BANGKA BELITUNG","KAB. BANGKA SELATAN","Payung","PGK10502",39,5,30,7
1449,"KEP. BANGKA BELITUNG","KAB. BANGKA SELATAN","Simpang Rima","PGK10504",39,5,30,7
1450,"KEP. BANGKA BELITUNG","KAB. BANGKA SELATAN","Toboali","PGK10500",31,3,24,5
1451,"KEP. BANGKA BELITUNG","KAB. BANGKA SELATAN","Air Gegas","PGK10503",39,5,30,7
1452,"KEP. BANGKA BELITUNG","KAB. BANGKA SELATAN","Lepar Pongok","PGK10501",39,5,30,7
1453,"KEP. BANGKA BELITUNG","KAB. BELITUNG","Membalong","TJQ10005",23,4,17,6
1454,"KEP. BANGKA BELITUNG","KAB. BELITUNG","Tanjung Pandan","TJQ10000",18,2,14,4
1455,"KEP. BANGKA BELITUNG","KAB. BELITUNG","Badau","TJQ10008",23,4,17,6
1456,"KEP. BANGKA BELITUNG","KAB. BELITUNG","Sijuk","TJQ10009",23,4,17,6
1457,"KEP. BANGKA BELITUNG","KAB. BELITUNG","Selat Nasik","TJQ10006",23,4,17,6
1458,"KEP. BANGKA BELITUNG","KAB. BELITUNG TIMUR","Dendang","TJQ10101",33,5,25,7
1459,"KEP. BANGKA BELITUNG","KAB. BELITUNG TIMUR","Gantung","TJQ10102",33,5,25,7
1460,"KEP. BANGKA BELITUNG","KAB. BELITUNG TIMUR","Manggar","TJQ10100",26,3,20,5
1461,"KEP. BANGKA BELITUNG","KAB. BELITUNG TIMUR","Kelapa Kampit","TJQ10103",33,5,25,7
1462,"KEP. BANGKA BELITUNG","KOTA PANGKAL PINANG","Rangkui","PGK10014",18,2,13,3
1463,"KEP. BANGKA BELITUNG","KOTA PANGKAL PINANG","Bukit Intan","PGK10015",18,2,13,3
1464,"KEP. BANGKA BELITUNG","KOTA PANGKAL PINANG","Pangkal Balam","PGK10016",18,2,13,3
1465,"KEP. BANGKA BELITUNG","KOTA PANGKAL PINANG","Pangkal Pinang","PGK10000",18,2,13,3
1466,"KEP. BANGKA BELITUNG","KOTA PANGKAL PINANG","Gerunggang","PGK10017",18,2,13,3
1467,"KEPULAUAN RIAU","KAB. KARIMUN","Tanjung Balai Karimun","BTH10400",35,2,29,4
1468,"KEPULAUAN RIAU","KAB. KARIMUN","Buru","BTH10401",52,2,46,4
1469,"KEPULAUAN RIAU","KAB. KARIMUN","Karimun","BTH10402",52,2,46,4
1470,"KEPULAUAN RIAU","KAB. KARIMUN","Kundur","BTH10403",52,2,46,4
1471,"KEPULAUAN RIAU","KAB. KARIMUN","Kundur Barat","BTH10404",52,2,46,4
1472,"KEPULAUAN RIAU","KAB. KARIMUN","Kundur Utara","BTH10405",52,2,46,4
1473,"KEPULAUAN RIAU","KAB. KARIMUN","Meral","BTH10406",52,2,46,4
1474,"KEPULAUAN RIAU","KAB. KARIMUN","Moro","BTH10407",52,2,46,4
1475,"KEPULAUAN RIAU","KAB. KARIMUN","Tebing","BTH10408",52,2,46,4
1476,"KEPULAUAN RIAU","KAB. KARIMUN","Tanjung Batu","BTH10409",52,2,46,4
1477,"KEPULAUAN RIAU","KAB. BINTAN","Bandar Seri Bintan","TNJ10100",51,3,46,5
1478,"KEPULAUAN RIAU","KAB. BINTAN","Bintan Timur","TNJ10101",51,3,46,5
1479,"KEPULAUAN RIAU","KAB. BINTAN","Tanjung Uban/Bintan Utara","TNJ10102",51,3,46,5
1480,"KEPULAUAN RIAU","KAB. BINTAN","Gunung Kijang","TNJ10103",60,5,55,7
1481,"KEPULAUAN RIAU","KAB. BINTAN","Tambelan","TNJ10104",60,5,55,7
1482,"KEPULAUAN RIAU","KAB. BINTAN","Teluk Bintan","TNJ10105",60,5,55,7
1483,"KEPULAUAN RIAU","KAB. BINTAN","Teluk Sebong","TNJ10106",60,5,55,7
1484,"KEPULAUAN RIAU","KAB. BINTAN","Lagoi","TNJ10107",60,5,55,7
1485,"KEPULAUAN RIAU","KAB. LINGGA","Daik","BTH10200",51,3,46,5
1486,"KEPULAUAN RIAU","KAB. LINGGA","Lingga","BTH10201",51,3,46,5
1487,"KEPULAUAN RIAU","KAB. LINGGA","Lingga Utara","BTH10202",51,3,46,5
1488,"KEPULAUAN RIAU","KAB. LINGGA","Senayang","BTH10203",60,5,55,7
1489,"KEPULAUAN RIAU","KAB. LINGGA","Singkep","BTH10204",60,5,55,7
1490,"KEPULAUAN RIAU","KAB. LINGGA","Singkep Barat","BTH10205",60,5,55,7
1491,"KEPULAUAN RIAU","KAB. NATUNA","Bunguran Barat","BTH10301",51,5,48,7
1492,"KEPULAUAN RIAU","KAB. NATUNA","Bunguran Timur","BTH10302",51,5,48,7
1493,"KEPULAUAN RIAU","KAB. NATUNA","Bunguran Timur Laut","BTH10303",51,5,48,7
1494,"KEPULAUAN RIAU","KAB. NATUNA","Bunguran Tengah","BTH10304",51,5,48,7
1495,"KEPULAUAN RIAU","KAB. NATUNA","Bunguran Utara","BTH10305",51,5,48,7
1496,"KEPULAUAN RIAU","KAB. NATUNA","Jemaja","BTH10306",51,5,48,7
1497,"KEPULAUAN RIAU","KAB. NATUNA","Jemaja Timur","BTH10307",51,5,48,7
1498,"KEPULAUAN RIAU","KAB. NATUNA","Midai","BTH10308",51,5,48,7
1499,"KEPULAUAN RIAU","KAB. NATUNA","Pal Matak","BTH10309",51,5,48,7
1500,"KEPULAUAN RIAU","KAB. NATUNA","Ranai","BTH10300",47,3,40,5
1501,"KEPULAUAN RIAU","KAB. NATUNA","Serasan","BTH10310",51,5,48,7
1502,"KEPULAUAN RIAU","KAB. NATUNA","Siantan","BTH10311",51,5,48,7
1503,"KEPULAUAN RIAU","KAB. NATUNA","Siantan Selatan","BTH10312",51,5,48,7
1504,"KEPULAUAN RIAU","KAB. NATUNA","Siantan Timur","BTH10313",51,5,48,7
1505,"KEPULAUAN RIAU","KAB. NATUNA","Subi","BTH10314",51,5,48,7
1506,"KEPULAUAN RIAU","KAB. NATUNA","Pulau Laut","BTH10315",51,5,48,7
1507,"KEPULAUAN RIAU","KAB. NATUNA","Pulau Tiga","BTH10316",51,5,48,7
1508,"KEPULAUAN RIAU","KOTA BATAM","Batam","BTH10000",20,2,17,3
1509,"KEPULAUAN RIAU","KOTA BATAM","Batu Ampar","BTH10080",20,2,17,3
1510,"KEPULAUAN RIAU","KOTA BATAM","Belakang Padang","BTH10081",20,2,17,3
1511,"KEPULAUAN RIAU","KOTA BATAM","Bulang Galang","BTH10082",20,2,17,3
1512,"KEPULAUAN RIAU","KOTA BATAM","Galang","BTH10083",20,2,17,3
1513,"KEPULAUAN RIAU","KOTA BATAM","Lubuk Baja","BTH10084",20,2,17,3
